asin,average,rating_count,text_reviews_count,genres,rank,verifiedTrue_count,Format,am_countText_before,am_countText_after
0060591854,4.15,470,470," History, World",1245671,271," Kindle Edition,  Audio Cassette,  Audio CD,  Paperback,  Hardcover",60526,28450
0060726652,3.28,39,39," Mystery, Thriller & Suspense, Thrillers & Suspense",1861661,10," Mass Market Paperback,  Kindle Edition,  Paperback,  Hardcover",6438,3156
006072644X,4.67,15,15," Literature & Fiction, United States",2061668,4, Paperback,3432,1749
006072448X,4.09,1204,1204," Literature & Fiction, Fiction",3604470,718," Kindle Edition,  Audio CD,  Paperback,  Audible Audiobook,  Hardcover",161076,73248
0060721588,4.55,78,78," Mystery, Thriller & Suspense, Thrillers & Suspense",1740054,42," Mass Market Paperback,  Kindle Edition,  Paperback,  Hardcover",9225,4504
006072479X,4.27,30,30," Teen & Young Adult, Literature & Fiction",465136,11," Kindle Edition,  Paperback,  Hardcover",4877,2191
0060728302,4.63,51,51," Childrens Books, Literature & Fiction",80728,28," Library Binding,  Kindle Edition,  Paperback,  Hardcover",3755,1773
0060730196,4.18,56,56," Health, Fitness & Dieting, Diseases & Physical Ailments",212027,41," Kindle Edition,  Paperback",4290,2010
006072160X,4.43,61,61," Mystery, Thriller & Suspense, Thrillers & Suspense",2575869,42," Mass Market Paperback,  Kindle Edition,  Hardcover",4601,2309
0060730269,4.32,130,130," Childrens Books, Growing Up & Facts of Life",105657,53," Kindle Edition,  Library Binding,  Audio CD,  Paperback,  Audible Audiobook,  Hardcover",16220,7611
0060726172,4.02,50,50," Literature & Fiction, United States",2516073,31," Kindle Edition,  Paperback,  Hardcover",4782,2301
0060723467,3.96,67,67," Biographies & Memoirs, Leaders & Notable People",147551,36," Kindle Edition,  Hardcover,  Audio CD",12612,6293
0060727225,3.72,104,104," Literature & Fiction, Contemporary",8168523,64," Kindle Edition,  Audio Cassette,  Paperback,  Mass Market Paperback,  Hardcover",8269,3733
0060731257,4.51,47,47," Mystery, Thriller & Suspense, Mystery",606217,29," Kindle Edition,  Audio Cassette,  Paperback,  Mass Market Paperback,  Audible Audiobook,  Hardcover",5287,2577
0060721545,2.96,79,79," Biographies & Memoirs, True Crime",250001,15," Paperback,  Hardcover",19787,9751
0060732474,3.83,93,93," Biographies & Memoirs,Art & Literature",490245,51," Kindle Edition,  Paperback,  Hardcover",15742,7378
0060728337,4.94,32,32," Childrens Books, Literature & Fiction",110209,27," Kindle Edition,  Paperback,  Hardcover",1549,751
0060731583,4.35,178,178," Biographies & Memoirs, Leaders & Notable People",443509,52," Kindle Edition,  Paperback,  Hardcover,  Audio CD",37303,17844
0060730072,4.78,49,49," Childrens Books, Literature & Fiction",2519126,39," Kindle Edition,  Paperback,  Hardcover",946,462
006073146X,4.31,26,26," Literature & Fiction, Fiction",1273478,10," Mass Market Paperback,  Paperback,  Hardcover",3769,1895
0060727659,4.7,27,27," Christian Books & Bibles, Christian Living",175473,23, Diary,1322,644
0060722711,4.73,313,313,"Art & Photography, Graphic Design",25385,285," Kindle Edition,  Hardcover",20402,9665
0060732822,3.81,42,42," Biographies & Memoirs, Leaders & Notable People",1298743,37," Kindle Edition,  Hardcover",1616,734
0060732598,4.52,129,129," Literature & Fiction, Poetry",310289,67," Kindle Edition,  Paperback,  Hardcover",15948,7636
0060731931,4.54,13,13," Childrens Books,Art, Music & Photography",131877,9, Hardcover,562,278
0060725141,4.78,69,69," Teen & Young Adult, Literature & Fiction",411423,17," Mass Market Paperback,  Kindle Edition,  Paperback",8725,4080
0060732482,4.17,207,207," Biographies & Memoirs,Art & Literature",810490,76," Kindle Edition,  Paperback,  Hardcover,  Audio CD",29067,12990
0060733144,4.0,23,23," Literature & Fiction, History & Criticism",1029736,16," Paperback,  Hardcover",1411,703
0060728213,4.38,16,16," Teen & Young Adult, Mysteries & Thrillers",2161452,4," Kindle Edition,  Paperback,  Hardcover",2262,1043
0060731664,4.06,16,16," Mystery, Thriller & Suspense, Mystery",2053089,4," Mass Market Paperback,  Kindle Edition",1938,929
0060733136,4.56,16,16," Teen & Young Adult, Literature & Fiction",266386,10," Kindle Edition,  Paperback,  Hardcover",2095,947
0060732105,4.26,93,93," Literature & Fiction, United States",1038144,58," Mass Market Paperback,  Audible Audiobook,  Kindle Edition,  Library Binding",12708,5801
006073132X,4.06,3311,3311," Science & Math, Mathematics",98676,1539," Kindle Edition,  Library Binding,  Audio CD,  Perfect Paperback,  Paperback,  Mass Market Paperback,  Audible Audiobook,  Hardcover",426820,207335
0060728396,4.93,28,28," Childrens Books, Literature & Fiction",202124,22," Audible Audiobook,  Paperback,  Hardcover",1619,802
0060723920,3.78,51,51," Humor & Entertainment, Humor",2259828,35," Kindle Edition,  Paperback,  Hardcover",5092,2444
0060731230,4.42,108,108," Childrens Books, Growing Up & Facts of Life",151164,93," Paperback,  Hardcover",3814,1789
0060733497,4.45,204,204," Science Fiction & Fantasy, Fantasy",117801,104," Mass Market Paperback,  Kindle Edition,  Paperback,  Hardcover",33004,15997
0060698675,4.66,44,44," Christian Books & Bibles, Christian Living",137313,43, Paperback,996,465
0060733993,3.89,45,45," Biographies & Memoirs,Art & Literature",762714,19," Kindle Edition,  Paperback,  Hardcover",8690,4061
0060732067,3.95,236,236," Literature & Fiction, United States",818285,135," Kindle Edition,  Paperback,  Mass Market Paperback,  Audible Audiobook,  Hardcover",28073,12957
0060734086,4.14,203,203," Childrens Books, Growing Up & Facts of Life",484766,84," Kindle Edition,  Library Binding,  Audio CD,  Paperback,  Audible Audiobook,  Hardcover",27861,12946
0060731680,4.6,70,70," Childrens Books, Fairy Tales, Folk Tales & Myths",197894,63," Library Binding,  Hardcover",4045,1873
0060734574,4.45,287,287," Literature & Fiction, Fiction",764084,124," Kindle Edition,  Audio CD,  Paperback,  Mass Market Paperback,  Audible Audiobook,  Hardcover",30582,14213
0060732989,4.82,17,17," Childrens Books, Science Fiction & Fantasy",604772,10, Audio CD,1659,769
0060727640,4.89,19,19," Literature & Fiction, History & Criticism",496802,15," Kindle Edition,  Paperback,  Hardcover",2277,1084
0060733748,3.79,14,14," Childrens Books, Literature & Fiction",920675,2, Hardcover,3036,1456
0060730897,4.66,29,29," Medical Books, Medicine",833531,14," Kindle Edition,  Paperback,  Hardcover",5971,3198
006073535X,3.78,36,36," Literature & Fiction, Fiction",539327,26," Kindle Edition,  Paperback,  Hardcover",2053,991
006073261X,2.74,47,47," History, Americas",2612640,2," Kindle Edition,  Paperback,  Hardcover",14135,6825
0060735317,4.82,51,51," Childrens Books, Animals",452013,30," Library Binding,  Paperback,  Hardcover",3258,1541
0060731443,4.31,45,45," Mystery, Thriller & Suspense, Mystery",989868,29," Mass Market Paperback,  Kindle Edition,  Hardcover",4506,2171
0060735058,4.13,90,90," Mystery, Thriller & Suspense, Thrillers & Suspense",1305634,41," Mass Market Paperback,  Kindle Edition,  Paperback,  Hardcover",9614,4717
0060734981,4.22,127,127," Sports & Outdoors, Individual Sports",3152717,43," Kindle Edition,  Paperback,  Hardcover",18799,8913
0060728922,4.3,20,20," Biographies & Memoirs, Professionals & Academics",1837821,3," Kindle Edition,  Paperback,  Hardcover",2435,1178
0060731648,4.34,29,29," Cookbooks, Food & Wine, Cooking Methods",455855,15," Paperback,  Hardcover",4122,2004
0060734787,2.41,29,29," Business & Money, Management & Leadership",1250706,2," Kindle Edition,  Paperback,  Hardcover",3802,1885
0060733101,4.2,15,15," Teen & Young Adult, Literature & Fiction",298048,7," Kindle Edition,  Paperback,  Hardcover",1283,574
0060735023,3.74,76,76," Literature & Fiction, Fiction",524927,24," Mass Market Paperback,  Kindle Edition,  Hardcover",10536,5105
0060723831,4.05,59,59," Politics & Social Sciences, Politics & Government",5897657,5," Kindle Edition,  Paperback,  Hardcover",15751,7734
0060727853,3.75,12,12," Literature & Fiction, Short Stories & Anthologies",1246758,11," Kindle Edition,  Paperback",781,420
0060699744,4.0,32,32," Biographies & Memoirs, Ethnic & National",622208,17," Kindle Edition,  Hardcover",5529,2627
006073664X,4.59,68,68," Religion & Spirituality, Worship & Devotion",116661,60," Kindle Edition,  Paperback",4802,2398
0060735376,3.4,20,20," Science Fiction & Fantasy, Science Fiction",1452727,4, Mass Market Paperback,3268,1546
0060735252,4.38,13,13," Teen & Young Adult, Literature & Fiction",3326467,7," Kindle Edition,  Audio CD,  Paperback,  Hardcover",2231,1077
0060736666,4.37,30,30," Mystery, Thriller & Suspense, Thrillers & Suspense",2756732,10," Mass Market Paperback,  Kindle Edition,  Hardcover",4127,2086
0060726784,3.95,37,37," History, World",1343032,7, Hardcover,8629,3987
0060734558,4.56,291,291," Literature & Fiction, United States",705885,123," Kindle Edition,  Audio CD,  Paperback,  Mass Market Paperback,  Audible Audiobook,  Hardcover",28462,13252
0060733489,3.98,128,128," Science Fiction & Fantasy, Science Fiction",396709,66," Kindle Edition,  Leather Bound,  Paperback,  Mass Market Paperback,  Audible Audiobook,  Hardcover",17878,8481
0060735414,4.39,342,342," Literature & Fiction, Humor & Satire",3845106,174," Audible Audiobook,  Kindle Edition,  Paperback,  Hardcover",36329,17411
006072840X,4.84,31,31," Childrens Books, Literature & Fiction",1260646,27," Paperback,  Hardcover",1584,743
0060725125,4.45,67,67," Teen & Young Adult, Science Fiction & Fantasy",517972,20," Mass Market Paperback,  Kindle Edition,  Paperback",8711,4085
0060735015,3.71,17,17," Cookbooks, Food & Wine, Regional & International",357258,11, Hardcover,2054,1020
0060731427,3.56,154,154," Politics & Social Sciences, Politics & Government",559144,49," Kindle Edition,  Paperback,  Hardcover",21787,10557
0060733071,4.0,46,46," Teen & Young Adult, Literature & Fiction",344902,12," Kindle Edition,  Paperback,  Hardcover",5474,2511
0060724285,4.25,12,12," Literature & Fiction, Fiction",1348058,7," Mass Market Paperback,  Kindle Edition",843,426
0060734043,4.68,22,22," Childrens Books, Growing Up & Facts of Life",901308,11," Audible Audiobook,  Audio CD,  Paperback,  Hardcover",3426,1656
0060724692,4.77,86,86," Teen & Young Adult, Literature & Fiction",456774,27," Mass Market Paperback,  Kindle Edition,  Hardcover",9452,4436
0060737018,4.2,71,71," Childrens Books,Art, Music & Photography",4703889,30," Kindle Edition,  Library Binding,  Audio CD,  Paperback,  Hardcover",8933,4133
0060724919,4.72,65,65," Childrens Books, History",478480,50," Paperback,  Hardcover",3769,1818
0060736097,4.29,31,31," Romance, Historical",4135482,24," Mass Market Paperback,  Kindle Edition,  Hardcover",2388,1079
0060735872,4.54,26,26," Biographies & Memoirs, Historical",213126,18," Kindle Edition,  Paperback,  Hardcover",3542,1683
0060733977,4.06,108,108," Mystery, Thriller & Suspense, Mystery",2114294,46," Kindle Edition,  Paperback,  Hardcover",18929,9301
0060735457,4.47,295,295," Humor & Entertainment, Humor",91965,175," Kindle Edition,  Audio CD,  Paperback,  Audible Audiobook,  Hardcover",23794,11613
0060733950,4.68,77,77," Politics & Social Sciences, Social Sciences",308563,51," Kindle Edition,  Paperback,  Hardcover",7105,3386
0060732792,3.69,16,16," Literature & Fiction, World Literature",708968,8," Mass Market Paperback,  Paperback,  Hardcover",2114,1189
006073888X,4.27,116,116," Literature & Fiction, Fiction",211325,54," Kindle Edition,  Paperback,  Hardcover",17021,8068
0060734019,4.48,1123,1123," Teen & Young Adult, Literature & Fiction",28164,617," School & Library Binding,  Kindle Edition,  Library Binding,  Audio Cassette,  Unknown Binding,  Audio CD,  Paperback,  Mass Market Paperback,  Hardcover",97323,44909
0060735422,4.36,312,312," Literature & Fiction, Fiction",90215,185," Kindle Edition,  Audio CD,  Paperback,  Mass Market Paperback,  Audible Audiobook,  Hardcover",22573,10878
0060738170,4.1,947,947," Christian Books & Bibles, Bible Study & Reference",111220,561," Audible Audiobook,  Kindle Edition,  Paperback,  Hardcover",177428,84374
0060739088,4.17,18,18," Literature & Fiction, Womens Fiction",2283105,11," Mass Market Paperback,  Kindle Edition",1747,868
0060739096,4.57,23,22," Comics & Graphic Novels, Graphic Novels",127630,18, Paperback,1127,511
006073695X,4.0,26,26," Literature & Fiction, Contemporary",1286647,19, Audio CD,932,439
0060738251,4.42,26,26," Romance, Contemporary",1458032,21, Audio CD,1395,663
006073678X,4.15,68,68," Mystery, Thriller & Suspense, Thrillers & Suspense",1585711,9," Mass Market Paperback,  Hardcover",11354,5623
0060737956,4.31,13,13," Literature & Fiction, United States",3243266,2," Kindle Edition,  Paperback,  Hardcover",1721,892
0060739266,4.12,17,17," Childrens Books, Growing Up & Facts of Life",886914,11, Hardcover,1806,862
0060739584,4.82,17,17," Teen & Young Adult, Literature & Fiction",7102886,2," Hardcover,  Paperback,  Library Binding",2328,1246
0060731419,4.41,88,88," Mystery, Thriller & Suspense, Thrillers & Suspense",1317894,64," Mass Market Paperback,  Kindle Edition,  MP3 CD,  Hardcover",5909,2986
0060734450,4.29,17,17," Literature & Fiction, Fiction",4663682,5," Kindle Edition,  Paperback,  Hardcover",3025,1432
0060738847,4.35,26,26," Humor & Entertainment, Television",2074004,16," Paperback,  Hardcover",821,405
0060731575,4.07,14,14," Business & Money, Business Culture",1254261,8," Kindle Edition,  Paperback,  Hardcover",1442,668
0060732784,4.78,63,63," Religion & Spirituality, Judaism",100098,57," Kindle Edition,  Paperback,  Hardcover",1679,802
0060740426,4.19,58,58," Politics & Social Sciences, Social Sciences",2174963,29," Kindle Edition,  Paperback,  Hardcover",6924,3309
0060734442,4.33,125,125," Literature & Fiction, Womens Fiction",787857,40," Audio CD,  MP3 CD,  Paperback,  Hardcover",10145,4614
0060739894,3.94,17,17," Literature & Fiction, Womens Fiction",4835299,3," Kindle Edition,  Paperback",2462,1170
0060737131,4.57,14,14,"Art & Photography, Graphic Design",1884959,8," Kindle Edition,  Paperback",1140,559
0060740523,4.71,58,58," Childrens Books, Growing Up & Facts of Life",86927,47," Paperback,  Hardcover",3577,1753
0060737816,3.82,38,38," Health, Fitness & Dieting, Womens Health",2372113,23," Kindle Edition,  Paperback,  Hardcover",4895,2114
0060737581,3.94,16,16," Teen & Young Adult, Literature & Fiction",2365768,2," Kindle Edition,  Hardcover",4228,1968
006073969X,3.89,61,61," Literature & Fiction, Fiction",4658753,35," Mass Market Paperback,  Kindle Edition,  Audio Cassette,  Audio CD",3415,1585
0060736631,3.96,24,24," History, World",611605,6," Paperback,  Hardcover",7107,3507
0060734922,4.38,175,175," Cookbooks, Food & Wine, Regional & International",60252,101, Hardcover,13926,6740
0060738316,4.26,386,386," Literature & Fiction, Womens Fiction",2994215,348," Mass Market Paperback,  Kindle Edition,  Paperback,  Library Binding",14892,7392
0060740469,4.55,29,29," Cookbooks, Food & Wine, Regional & International",127826,21," Kindle Edition,  Hardcover",2939,1462
0060740701,3.75,40,40," Crafts, Hobbies & Home, Crafts & Hobbies",809538,7, Spiral-bound,4159,1817
0060740833,2.75,24,24," Humor & Entertainment, Puzzles & Games",2681085,2," Kindle Edition,  Paperback",3121,1428
0060741252,4.61,1612,1612," Self-Help, Relationships",502719,1349," Kindle Edition,  Audio Cassette,  Audio CD,  Paperback,  Audible Audiobook,  Hardcover",88841,40023
0060731397,4.47,15,15," Humor & Entertainment, Movies",1903732,10," Kindle Edition,  Hardcover",1113,575
0060741309,4.05,41,41," Romance, Contemporary",2633825,16," Mass Market Paperback,  Kindle Edition,  Hardcover",5045,2291
0060737875,4.63,140,140," Cookbooks, Food & Wine, Cooking by Ingredient",85552,85," Audio CD,  Hardcover",18232,8482
0060727586,3.89,159,159," Mystery, Thriller & Suspense, Thrillers & Suspense",2991349,82," Kindle Edition,  Audio CD,  Paperback,  Mass Market Paperback,  Hardcover",15765,7738
006073602X,4.88,40,40," Health, Fitness & Dieting, Diseases & Physical Ailments",130827,27," Kindle Edition,  Paperback,  Hardcover",3781,1746
